Study-object,Files,Methods,Files,Methods,LevenDistance
2,10,main.txt-2,31,min.txt,82,
2,10,main.txt-2,22,main.txt,44,
2,10,main.txt-2,71,main.txt,69,
2,10,main.txt-2,95,main.txt,53,
2,10,main.txt-2,92,calculate_strokes.txt,69,
2,10,main.txt-2.100,main.txt,61,
2,10,main.txt-2,88,get_column_space.txt,71,
2,10,main.txt-2,92,main.txt,48,
2,10,main.txt-2,13,main.txt,70,
2,10,main.txt-2,82,main.txt,55,
2,10,main.txt-2,68,calnoerrprob.txt,71,
2,10,main.txt-2,03,product.txt,64,
2,10,main.txt-2,54,main.txt,56,
2,10,main.txt-2,11,main.txt,60,
2,10,main.txt-2,28,keep_typing.txt,82,
2,10,main.txt-2,63,min.txt,84,
2,10,main.txt-2,45,main.txt,50,
2,10,main.txt-2,48,read_int_array.txt,62,
2,10,main.txt-2,88,main.txt,68,
2,10,main.txt-2,60,main.txt,61,
2,10,main.txt-2,53,main.txt,59,
2,10,main.txt-2,24,main.txt,67,
2,10,main.txt-2,42,func.txt,61,
2,10,main.txt-2,48,sum_product.txt,68,
2,59,main.txt-2,93,main.txt,56,
2,59,main.txt-2,64,main.txt,28,
2,59,main.txt-2,81,main.txt,56,
2,59,main.txt-2,37,dbcmp.txt,76,
2,59,main.txt-2,91,get_probs.txt,77,
2,59,main.txt-2,02,main.txt,46,
2,59,main.txt-2,64,f.txt,70,
2,59,main.txt-2,31,min.txt,85,
2,59,main.txt-2,22,main.txt,35,
2,59,main.txt-2,71,main.txt,62,
2,59,main.txt-2,95,main.txt,32,
2,59,main.txt-2,92,calculate_strokes.txt,71,
2,59,main.txt-2.100,main.txt,43,
2,59,main.txt-2,88,get_column_space.txt,59,
2,59,main.txt-2,92,main.txt,39,
2,59,main.txt-2,13,main.txt,63,
2,59,main.txt-2,82,main.txt,65,
2,59,main.txt-2,68,calnoerrprob.txt,76,
2,59,main.txt-2,03,product.txt,70,
2,59,main.txt-2,54,main.txt,38,
2,59,main.txt-2,11,main.txt,51,
2,59,main.txt-2,28,keep_typing.txt,85,
2,59,main.txt-2,63,min.txt,87,
2,59,main.txt-2,45,main.txt,32,
2,59,main.txt-2,48,read_int_array.txt,62,
2,59,main.txt-2,88,main.txt,56,
2,59,main.txt-2,60,main.txt,44,
2,59,main.txt-2,53,main.txt,52,
2,59,main.txt-2,24,main.txt,56,
2,59,main.txt-2,42,func.txt,52,
2,59,main.txt-2,48,sum_product.txt,73,
2,59,main.txt-2,10,main.txt,50,
2,97,product.txt-2,93,main.txt,88,
2,97,product.txt-2,64,main.txt,77,
2,97,product.txt-2,81,main.txt,67,
2,97,product.txt-2,37,dbcmp.txt,55,
2,97,product.txt-2,91,get_probs.txt,40,
2,97,product.txt-2,02,main.txt,81,
2,97,product.txt-2,64,f.txt,39,
2,97,product.txt-2,31,min.txt,53,
2,97,product.txt-2,22,main.txt,77,
2,97,product.txt-2,71,main.txt,89,
2,97,product.txt-2,95,main.txt,80,
2,97,product.txt-2,92,calculate_strokes.txt,49,
2,97,product.txt-2.100,main.txt,83,
2,97,product.txt-2,88,get_column_space.txt,70,
2,97,product.txt-2,92,main.txt,77,
2,97,product.txt-2,13,main.txt,89,
2,97,product.txt-2,82,main.txt,50,
2,97,product.txt-2,68,calnoerrprob.txt,22,
2,97,product.txt-2,03,product.txt,27,
2,97,product.txt-2,54,main.txt,81,
2,97,product.txt-2,11,main.txt,85,
2,97,product.txt-2,28,keep_typing.txt,59,
2,97,product.txt-2,63,min.txt,56,
2,97,product.txt-2,45,main.txt,80,
2,97,product.txt-2,48,read_int_array.txt,77,
2,97,product.txt-2,88,main.txt,87,
2,97,product.txt-2,60,main.txt,83,
2,97,product.txt-2,53,main.txt,86,
2,97,product.txt-2,24,main.txt,87,
2,97,product.txt-2,42,func.txt,71,
2,97,product.txt-2,48,sum_product.txt,24,
2,97,product.txt-2,10,main.txt,71,
2,97,product.txt-2,59,main.txt,76,
2,35,main.txt-2,93,main.txt,41,
2,35,main.txt-2,64,main.txt,40,
2,35,main.txt-2,81,main.txt,67,
2,35,main.txt-2,37,dbcmp.txt,82,
2,35,main.txt-2,91,get_probs.txt,85,
2,35,main.txt-2,02,main.txt,50,
2,35,main.txt-2,64,f.txt,79,
2,35,main.txt-2,31,min.txt,90,
2,35,main.txt-2,22,main.txt,42,
2,35,main.txt-2,71,main.txt,41,
2,35,main.txt-2,95,main.txt,38,
2,35,main.txt-2,92,calculate_strokes.txt,81,
2,35,main.txt-2.100,main.txt,37,
2,35,main.txt-2,88,get_column_space.txt,63,
2,35,main.txt-2,92,main.txt,45,
2,35,main.txt-2,13,main.txt,54,
2,35,main.txt-2,82,main.txt,78,
2,35,main.txt-2,68,calnoerrprob.txt,83,
2,35,main.txt-2,03,product.txt,80,
2,35,main.txt-2,54,main.txt,35,
2,35,main.txt-2,11,main.txt,41,
2,35,main.txt-2,28,keep_typing.txt,89,
2,35,main.txt-2,63,min.txt,92,
2,35,main.txt-2,45,main.txt,34,
