Study-Object,Files,Methods,Files,Methods,LevenDistance
6,82,main.txt-6,58,compute_owp.txt,70,
6,82,main.txt-6,56,find_wpi.txt,59,
6,82,main.txt-6,52,main.txt,74,
6,82,main.txt-6,49,calculate_owp.txt,85,
6,82,main.txt-6,74,main.txt,43,
6,82,main.txt-6,05,main.txt,88,
6,82,main.txt-6,99,main.txt,43,
6,82,main.txt-6,05,calculateowp.txt,87,
6,82,main.txt-6,49,calculate_wp.txt,83,
6,82,main.txt-6,46,main.txt,62,
6,82,main.txt-6,48,main.txt,26,
6,82,main.txt-6,58,compute_oowp.txt,84,
6,82,main.txt-6,34,main.txt,41,
6,82,main.txt-6,12,main.txt,41,
6,82,main.txt-6,93,main.txt,45,
6,82,main.txt-6,05,calculatewp.txt,87,
6,82,main.txt-6,53,main.txt,84,
6,49,calculate_owp_aux.txt-6,84,main.txt,82,
6,49,calculate_owp_aux.txt-6,39,main.txt,79,
6,49,calculate_owp_aux.txt-6,78,main.txt,79,
6,49,calculate_owp_aux.txt-6,100,main.txt,81,
6,49,calculate_owp_aux.txt-6,85,main.txt,86,
6,49,calculate_owp_aux.txt-6,35,main.txt,79,
6,49,calculate_owp_aux.txt-6,32,main.txt,85,
6,49,calculate_owp_aux.txt-6,18,getnp.txt,52,
6,49,calculate_owp_aux.txt-6,04,main.txt,75,
6,49,calculate_owp_aux.txt-6,58,compute_owp.txt,62,
6,49,calculate_owp_aux.txt-6,56,find_wpi.txt,77,
6,49,calculate_owp_aux.txt-6,52,main.txt,69,
6,49,calculate_owp_aux.txt-6,49,calculate_owp.txt,31,
6,49,calculate_owp_aux.txt-6,74,main.txt,86,
6,49,calculate_owp_aux.txt-6,05,main.txt,68,
6,49,calculate_owp_aux.txt-6,99,main.txt,84,
6,49,calculate_owp_aux.txt-6,05,calculateowp.txt,43,
6,49,calculate_owp_aux.txt-6,49,calculate_wp.txt,12,
6,49,calculate_owp_aux.txt-6,46,main.txt,61,
6,49,calculate_owp_aux.txt-6,48,main.txt,82,
6,49,calculate_owp_aux.txt-6,58,compute_oowp.txt,48,
6,49,calculate_owp_aux.txt-6,34,main.txt,84,
6,49,calculate_owp_aux.txt-6,12,main.txt,80,
6,49,calculate_owp_aux.txt-6,93,main.txt,84,
6,49,calculate_owp_aux.txt-6,05,calculatewp.txt,39,
6,49,calculate_owp_aux.txt-6,53,main.txt,61,
6,49,calculate_owp_aux.txt-6,82,main.txt,81,
6,91,main.txt-6,84,main.txt,36,
6,91,main.txt-6,39,main.txt,42,
6,91,main.txt-6,78,main.txt,35,
6,91,main.txt-6,100,main.txt,34,
6,91,main.txt-6,85,main.txt,39,
6,91,main.txt-6,35,main.txt,37,
6,91,main.txt-6,32,main.txt,37,
6,91,main.txt-6,18,getnp.txt,90,
6,91,main.txt-6,04,main.txt,48,
6,91,main.txt-6,58,compute_owp.txt,71,
6,91,main.txt-6,56,find_wpi.txt,59,
6,91,main.txt-6,52,main.txt,73,
6,91,main.txt-6,49,calculate_owp.txt,85,
6,91,main.txt-6,74,main.txt,47,
6,91,main.txt-6,05,main.txt,89,
6,91,main.txt-6,99,main.txt,46,
6,91,main.txt-6,05,calculateowp.txt,88,
6,91,main.txt-6,49,calculate_wp.txt,84,
6,91,main.txt-6,46,main.txt,64,
6,91,main.txt-6,48,main.txt,33,
6,91,main.txt-6,58,compute_oowp.txt,85,
6,91,main.txt-6,34,main.txt,38,
6,91,main.txt-6,12,main.txt,39,
6,91,main.txt-6,93,main.txt,43,
6,91,main.txt-6,05,calculatewp.txt,87,
6,91,main.txt-6,53,main.txt,86,
6,91,main.txt-6,82,main.txt,25,
6,91,main.txt-6,49,calculate_owp_aux.txt,82,
6,38,getchar.txt-6,84,main.txt,95,
6,38,getchar.txt-6,39,main.txt,94,
6,38,getchar.txt-6,78,main.txt,94,
6,38,getchar.txt-6,100,main.txt,95,
6,38,getchar.txt-6,85,main.txt,96,
6,38,getchar.txt-6,35,main.txt,94,
6,38,getchar.txt-6,32,main.txt,96,
6,38,getchar.txt-6,18,getnp.txt,68,
6,38,getchar.txt-6,04,main.txt,93,
6,38,getchar.txt-6,58,compute_owp.txt,89,
6,38,getchar.txt-6,56,find_wpi.txt,93,
6,38,getchar.txt-6,52,main.txt,88,
6,38,getchar.txt-6,49,calculate_owp.txt,79,
6,38,getchar.txt-6,74,main.txt,96,
6,38,getchar.txt-6,05,main.txt,67,
6,38,getchar.txt-6,99,main.txt,96,
6,38,getchar.txt-6,05,calculateowp.txt,75,
6,38,getchar.txt-6,49,calculate_wp.txt,81,
6,38,getchar.txt-6,46,main.txt,89,
6,38,getchar.txt-6,48,main.txt,95,
6,38,getchar.txt-6,58,compute_oowp.txt,79,
6,38,getchar.txt-6,34,main.txt,96,
6,38,getchar.txt-6,12,main.txt,95,
6,38,getchar.txt-6,93,main.txt,96,
6,38,getchar.txt-6,05,calculatewp.txt,76,
6,38,getchar.txt-6,53,main.txt,73,
6,38,getchar.txt-6,82,main.txt,95,
6,38,getchar.txt-6,49,calculate_owp_aux.txt,83,
6,38,getchar.txt-6,91,main.txt,95,
6,87,main.txt-6,84,main.txt,38,
6,87,main.txt-6,39,main.txt,34,
6,87,main.txt-6,78,main.txt,26,
6,87,main.txt-6,100,main.txt,34,
6,87,main.txt-6,85,main.txt,44,
6,87,main.txt-6,35,main.txt,26,
6,87,main.txt-6,32,main.txt,36,
6,87,main.txt-6,18,getnp.txt,88,
6,87,main.txt-6,04,main.txt,41,
6,87,main.txt-6,58,compute_owp.txt,69,
6,87,main.txt-6,56,find_wpi.txt,55,
6,87,main.txt-6,52,main.txt,71,
6,87,main.txt-6,49,calculate_owp.txt,84,
6,87,main.txt-6,74,main.txt,45,
6,87,main.txt-6,05,main.txt,87,
6,87,main.txt-6,99,main.txt,43,
6,87,main.txt-6,05,calculateowp.txt,86,
6,87,main.txt-6,49,calculate_wp.txt,82,
6,87,main.txt-6,46,main.txt,59,
6,87,main.txt-6,48,main.txt,35,
6,87,main.txt-6,58,compute_oowp.txt,83,
6,87,main.txt-6,34,main.txt,45,
6,87,main.txt-6,12,main.txt,36,
6,87,main.txt-6,93,main.txt,45,
6,87,main.txt-6,05,calculatewp.txt,86,
6,87,main.txt-6,53,main.txt,83,
6,87,main.txt-6,82,main.txt,29,
6,87,main.txt-6,49,calculate_owp_aux.txt,80,
6,87,main.txt-6,91,main.txt,37,
6,87,main.txt-6,38,getchar.txt,95,
6,68,main.txt-6,84,main.txt,32,
6,68,main.txt-6,39,main.txt,33,
6,68,main.txt-6,78,main.txt,25,
6,68,main.txt-6,100,main.txt,17,
6,68,main.txt-6,85,main.txt,37,
6,68,main.txt-6,35,main.txt,22,
6,68,main.txt-6,32,main.txt,28,
6,68,main.txt-6,18,getnp.txt,89,
6,68,main.txt-6,04,main.txt,44,
6,68,main.txt-6,58,compute_owp.txt,70,
6,68,main.txt-6,56,find_wpi.txt,57,
6,68,main.txt-6,52,main.txt,73,
6,68,main.txt-6,49,calculate_owp.txt,85,
6,68,main.txt-6,74,main.txt,42,
